System,space_group,space_group_index,magnetic,energy_P4mm,energy_cubic,d_E_cubic_p4mm,energy_fix_P4mmm,d_E_cubic_p4mmm,d_E_p4mm_P4mmm,gap,volume,density,a,b,c,polarization,d33,d31,d33_d31,c_a_ratio,amplitude,c33,c33_c11,eps11,eps33,P_A,P_B,P_O,BEC_1zz,BEC_2zz,BEC_3zz,BEC_4zz,BEC_5zz,c11,c44,c66,c12,c13,s11,s33,s33_s11_,s44,s66,s12,s13,d15,e33,e31,e15,e33_e31,ele_1,ele_2,ele_3,ele_1_Num,ele_1_Mas,ele_1_Rad,ele_1_Rion,ele_1_IE,ele_1_EA,ele_1_Vac,ele_1_NVE,ele_1_DP,ele_1_Rc,ele_1_BD,ele_1_XAR,ele_1_ENp,ele_1_ENg,ele_2_Num,ele_2_Mas,ele_2_Rad,ele_2_Rion,ele_2_IE,ele_2_EA,ele_2_Vac,ele_2_NVE,ele_2_DP,ele_2_Rc,ele_2_BD,ele_2_XAR,ele_2_ENp,ele_2_ENg,t,E_max,dir_E_max,E_min,dir_E_min,E_mae,d33_max,dir_d33_max,d33_min,dir_d33_min,d33_mae,,,,,,,,,,,,,,,,,,,,
MgSnO3,P 4 m m,99,no,-30.51693354,-29.23414911,-1.28278443,-27.54815844,1.68599067,2.9687751,1.263,68.24298378,2.799,3.720268269,3.720268269,4.93071035,126.6118746,13.86940261,-0.9795006,-14.15966729,1.325364193,1.534185023,108.15053,0.653188462,8.08451,8.180293,-30.33073803,5.534730525,-101.8158671,2.19404,3.35864,1.64647,1.64647,2.25973,165.57324,19.5429,80.78402,84.86659,57.05624,8.823559091,12.17241715,1.37953597,51.16947843,12.37868578,-3.566993609,-2.773170522,11.23786385,1.38821,0.54603,0.21962,2.542369467,Mg,Sn,O,12,24.305,150,86,7.646,-40,2,2,71.2,1.41,1.74,1.23,1.31,0.121644,50,118.71,145,83,7.344,107,4,4,53,1.39,7.287,1.72,1.96,0.178052,0.717256639,174.467,(0.70 0.71 0.02),59.649,(0.67 0.00 0.75),2.925,13.869,(0.00 0.00 1.00),0.163,(-0.01 1.00 0.02),85.086,,,,,,,,,,,,,,,,,,,,
ZnGeO3,P 4 m m,99,no,-28.65815442,-27.49780025,-1.16035417,-26.49649649,1.00130376,2.16165793,0.377,56.67218825,3.282,3.49255336,3.49255336,4.646050028,135.1933761,6.811574913,2.156766635,3.158234555,1.330273169,1.315276963,153.48533,0.810626646,10.901373,8.834691,-26.38964723,5.882200605,-114.6859295,2.20187,3.54325,1.66426,1.66426,2.4166,189.34158,41.28244,118.01415,149.47919,54.24629,14.20717656,7.346711564,0.517112709,24.22337439,8.473560162,-10.8791266,-1.176232042,9.529680786,1.27947,1.10026,0.39341,1.162879683,Zn,Ge,O,30,65.39,135,88,9.394,-60,2,12,38.67,1.22,7.134,1.66,1.65,0.1551518,32,72.64,125,67,7.899,119,4,4,40,1.2,5.3234,2.02,2.01,0.1895892,0.784045861,264.085,(0.70 -0.71 0.02),70.395,(1.00 0.00 0.02),3.751,6.964,(-0.00 0.46 0.89),0.185,(1.00 0.00 0.02),37.643,,,,,,,,,,,,,,,,,,,,
LaLuO3,P 4 m m,99,no,-43.21891177,-42.24651972,-0.97239205,-39.45533399,2.79118573,3.76357778,3.23,78.75813579,4.595,3.895851889,3.895851889,5.189082226,118.5128626,25.7552103,-5.79622732,-4.443443792,1.331950591,1.393519319,93.33689,0.483375628,55.114346,8.471805,-24.01552918,3.752217263,-98.24955069,3.31794,3.27227,1.85832,1.85832,2.87357,193.09391,10.84694,59.43226,49.40348,74.41834,7.517543258,20.98132385,2.790981459,92.19189928,16.82587874,0.558137541,-6.438812771,338.4008687,1.54122,0.51109,3.67102,3.01555499,La,Lu,O,57,138.906,195,117.2,5.577,45,3,3,215,2.07,6.15,1.08,1.1,0.163142,71,174.967,175,100.1,5.426,33,3,17,137,1.87,9.84,1.14,1.27,0.22565,0.760585445,132.737,(1.00 0.00 0.02),35.792,(0.44 0.44 0.79),3.709,-133.289,(-0.01 0.80 -0.61),5.276,(1.00 0.00 0.02),-25.263,,,,,,,,,,,,,,,,,,,,
BiLuO3,P 4 m m,99,no,-36.46887392,-34.80639771,-1.66247621,-32.31211142,2.49428629,4.1567625,0.983,76.64978228,5.635,3.8599131,3.8599131,5.144650435,119.7690729,15.9480603,-3.954849381,-4.032532913,1.332841,1.423580195,99.01289,0.545107859,15.406444,9.005974,-19.9847485,2.216967445,-102.0012918,2.55479,4.0904,1.84344,1.84344,2.95831,181.63908,25.12127,58.06916,52.29104,70.89316,7.641655041,17.84307246,2.334974867,39.80690467,17.22084494,-0.08942461,-5.407391707,15.78436173,1.01832,0.20545,0.39653,4.956534437,Bi,Lu,O,83,208.98,160,117,7.289,91,3,5,48,1.48,9.79,1.67,2.02,0.182377,71,174.967,175,100.1,5.426,33,3,17,137,1.87,9.84,1.14,1.27,0.22565,0.759959964,130.803,(1.00 0.00 0.02),56.044,(0.00 0.00 1.00),2.334,15.948,(0.00 0.00 1.00),0.188,(1.00 0.00 0.02),84.83,,,,,,,,,,,,,,,,,,,,
LuGaO3,P 4 m m,99,no,-37.15287631,-36.01951066,-1.13336565,-34.16798824,1.85152242,2.98488807,2.587,60.12633844,4.868,3.555824173,3.555824173,4.755368766,136.1445669,11.22171388,0.714251385,15.71115454,1.337346431,1.28844733,170.40346,0.718190174,10.00607,8.045817,-27.73394905,3.5284034,-111.9390213,2.99819,3.0229,1.83258,1.83258,2.35592,237.26788,45.80226,93.56504,119.64034,63.06682,5.862434549,6.751499537,1.15165457,21.83298379,10.68775261,-2.63897592,-1.193011486,20.07858165,2.00231,0.96264,0.91964,2.08001953,Lu,Ga,O,71,174.967,175,100.1,5.426,33,3,17,137,1.87,9.84,1.14,1.27,0.22565,31,69.723,130,76,5.999,41,3,3,50,1.22,5.91,1.82,1.81,0.1723773,0.791469521,233.29,(0.70 0.71 0.02),124.323,(0.67 0.00 0.75),1.876,11.795,(0.51 0.00 0.86),0.33,(-0.01 1.00 0.02),35.742,,,,,,,,,,,,,,,,,,,,
GdScO3,P 4 m m,99,no,-44.35146289,-43.16078959,-1.1906733,-40.60465036,2.55613923,3.74681253,3.197,69.55638257,3.597,3.726230305,3.726230305,5.009537136,134.0425189,14.39154543,-1.086322126,-13.24795389,1.344398152,1.379693516,121.9327,0.589073724,10.982091,9.124152,-27.94703965,4.205204862,-110.3006841,3.11558,3.51653,1.81101,1.81101,3.01009,206.99056,35.25634,72.67904,57.69437,74.50368,6.22860112,12.50156037,2.007121684,28.36369288,13.75912505,-0.469493453,-3.518947047,21.70654288,1.59293,0.78469,0.76529,2.030011852,Gd,Sc,O,64,157.25,180,107.8,6.14,13,3,10,158,1.96,7.9,1.11,1.2,0.1944,21,44.956,160,88.5,6.54,18,3,3,97,1.7,2.99,1.2,1.36,0.1193833,0.770729909,160.492,(1.00 0.00 0.02),79.99,(0.00 0.00 1.00),2.006,14.392,(0.00 0.00 1.00),0.327,(-0.01 1.00 0.02),44.012,,,,,,,,,,,,,,,,,,,,
CaPbO3,P 4 m m,99,no,-30.02304978,-29.23192982,-0.79111996,-27.40341779,1.82851203,2.61963199,0.193,78.83858718,3.745,3.884567863,3.884567863,5.224604343,113.9485616,17.34174761,-2.056795013,-8.431441883,1.344964106,1.459310777,86.97342,0.720922884,14.175464,10.228017,-20.0823772,0.81178066,-94.67796504,2.52994,3.56978,1.75646,1.75646,2.5868,120.64178,21.4315,47.16967,67.2337,47.1124,13.01591256,15.78650689,1.212862088,46.66028976,21.20006352,-5.707846095,-3.958687038,15.59200243,1.31447,0.43059,0.33416,3.052718363,Ca,Pb,O,20,40.078,180,114,6.113,2,2,2,160.8,1.76,1.54,1.04,1,0.1154119,82,207.2,180,133,7.416,34,2,4,47,1.46,11.3,1.55,2.33,0.177911,0.655234083,111.613,(0.70 0.71 0.02),58.553,(0.59 0.00 0.81),1.906,17.342,(0.00 0.00 1.00),0.215,(-0.52 0.86 0.02),80.66,,,,,,,,,,,,,,,,,,,,
BiTmO3,P 4 m m,99,no,-36.30786676,-34.42825849,-1.87960827,-31.7558229,2.67243559,4.55204386,0.934,78.25048761,5.443,3.869326954,3.869326954,5.226563066,123.213313,11.14658949,-2.087659875,-5.339274669,1.350768009,1.467471751,103.39513,0.599064257,15.798267,9.193871,-20.48188717,1.040721615,-103.7721474,2.54748,4.19633,1.86057,1.86057,3.02266,172.59439,20.6362,54.21557,49.48455,67.75842,7.813194528,16.11664868,2.062747654,48.45853403,18.44488585,-0.309633022,-4.917344482,24.12708966,0.86959,0.29165,0.49789,2.981621807,Bi,Tm,O,83,208.98,160,117,7.289,91,3,5,48,1.48,9.79,1.67,2.02,0.182377,69,168.934,175,102,6.18,99,3,15,144,1.9,9.321,1.11,1.25,0.2167244,0.753626964,127.894,(1.00 0.00 0.02),59.393,(0.34 0.35 0.87),2.153,12.066,(0.57 0.00 0.82),0.35,(-0.01 1.00 0.02),34.474,,,,,,,,,,,,,,,,,,,,
PrLuO3,P 4 m m,99,no,-42.62211016,-41.48592576,-1.1361844,-38.42310749,3.06281827,4.19900267,2.896,78.17750242,4.654,3.867521833,3.867521833,5.226563649,117.4222918,18.53417713,-4.226665267,-4.385059132,1.351398615,1.420360062,107.40314,0.555765937,11.077766,8.003228,-23.62376865,3.46753953,-97.26606264,3.07521,3.29936,1.79232,1.79232,2.78994,193.25247,32.39689,59.33577,50.62033,75.73569,7.15349899,16.56641588,2.315847937,30.8671604,16.85324047,0.142456458,-5.144767835,21.92215245,1.35041,0.37293,0.71021,3.621081704,Pr,Lu,O,59,140.908,185,113,5.42,93,3.6,5,216,2.03,6.773,1.07,1.13,0.17208,71,174.967,175,100.1,5.426,33,3,17,137,1.87,9.84,1.14,1.27,0.22565,0.747450335,139.761,(1.00 0.00 0.02),60.363,(0.00 0.00 1.00),2.315,18.534,(0.00 0.00 1.00),0.281,(-0.01 1.00 0.02),65.957,,,,,,,,,,,,,,,,,,,,
TbScO3,P 4 m m,99,no,-44.32365325,-43.00864675,-1.3150065,-40.35675658,2.65189017,3.96689667,3.11,69.21994056,3.639,3.713094116,3.713094116,5.020642605,136.4770726,12.7041815,-0.564098115,-22.52122663,1.352145259,1.396720125,128.11742,0.621087288,10.820281,9.027986,-28.99217207,3.941089437,-111.42599,3.10032,3.50685,1.80384,1.80384,2.99949,206.27925,33.46561,72.98976,56.09812,73.76993,6.147420933,11.54265716,1.877642232,29.88142155,13.70055197,-0.51120522,-3.245329469,22.55099208,1.5444,0.78918,0.75468,1.956967992,Tb,Sc,O,65,158.925,175,106.3,5.85,112,3.5,11,170,1.94,8.23,1.1,1.21,0.198863,21,44.956,160,88.5,6.54,18,3,3,97,1.7,2.99,1.2,1.36,0.1193833,0.765785106,162.596,(1.00 0.00 0.02),86.604,(-0.11 0.11 0.99),1.877,13.024,(0.46 0.00 0.89),0.349,(-0.01 1.00 0.02),37.318,,,,,,,,,,,,,,,,,,,,
YScO3,P 4 m m,99,no,-46.08886655,-44.7199623,-1.36890425,-42.07624729,2.64371501,4.01261926,3.132,69.20741761,2.628,3.710450609,3.710450609,5.026889451,137.725293,12.58180689,-0.478429048,-26.29816678,1.354792175,1.413660243,128.92792,0.633769534,10.751466,8.991305,-30.17310239,4.011684248,-111.5638749,3.07933,3.47978,1.78378,1.78378,2.99156,203.43029,31.70025,72.55032,53.85622,72.50416,6.187948108,11.35536341,1.835077349,31.54549254,13.78353672,-0.497702687,-3.199977665,26.15381946,1.55277,0.78914,0.82908,1.96767367,Y,Sc,O,39,88.906,180,104,6.38,30,3,3,162,1.9,4.47,1.11,1.22,0.1216986,21,44.956,160,88.5,6.54,18,3,3,97,1.7,2.99,1.2,1.36,0.1193833,0.758203075,161.521,(1.00 0.00 0.02),86.558,(0.28 0.28 0.92),1.866,13.838,(0.59 0.00 0.81),0.407,(-0.01 1.00 0.02),34,,,,,,,,,,,,,,,,,,,,
LaTmO3,P 4 m m,99,no,-43.0638253,-41.83714413,-1.22668117,-38.71227821,3.12486592,4.35154709,3.06,80.58096629,4.416,3.902573322,3.902573322,5.290909442,118.3809511,17.13206496,-2.873561828,-5.96196149,1.355748888,1.44675694,97.78685,0.538600812,12.521725,8.31981,-23.25804211,2.894354789,-98.01726378,3.06413,3.45512,1.83094,1.83094,2.85737,181.55719,29.94455,55.65784,44.34799,70.34835,7.654103011,18.52779005,2.420635053,33.39505853,17.96692074,0.365961983,-5.769674953,21.9369093,1.27099,0.55606,0.65689,2.285706578,La,Tm,O,57,138.906,195,117.2,5.577,45,3,3,215,2.07,6.15,1.08,1.1,0.163142,69,168.934,175,102,6.18,99,3,15,144,1.9,9.321,1.11,1.25,0.2167244,0.754247233,130.621,(1.00 0.00 0.02),53.973,(0.00 0.00 1.00),2.42,17.132,(0.00 0.00 1.00),0.302,(-0.01 1.00 0.02),56.728,,,,,,,,,,,,,,,,,,,,
DyScO3,P 4 m m,99,no,-44.28746927,-42.85355589,-1.43391338,-40.11880859,2.7347473,4.16866068,3.025,68.89908217,3.708,3.701429141,3.701429141,5.028918033,138.651081,11.51252881,-0.194033132,-59.33279903,1.358642255,1.411864957,132.45275,0.644837563,10.668005,8.942226,-29.95088965,3.718245651,-112.418437,3.0863,3.49776,1.79716,1.79716,2.98974,205.40483,31.8473,73.29481,54.15635,72.52911,6.081599004,10.87912335,1.788859039,31.39983609,13.64353083,-0.530037688,-3.039950483,23.10154544,1.49672,0.78463,0.73572,1.907548781,Dy,Sc,O,66,162.5,175,105.2,5.93,34,3,12,163,1.92,8.55,1.1,1.22,0.20333,21,44.956,160,88.5,6.54,18,3,3,97,1.7,2.99,1.2,1.36,0.1193833,0.762158918,164.341,(1.00 0.00 0.02),88.786,(0.32 0.33 0.89),1.851,12.501,(0.57 0.00 0.82),0.363,(-0.01 1.00 0.02),34.438,,,,,,,,,,,,,,,,,,,,
BiErO3,P 4 m m,99,no,-36.21258418,-34.21467594,-1.99790824,-31.4734472,2.74122874,4.73913698,0.911,79.0814286,5.365,3.873624565,3.873624565,5.270349956,125.2331368,6.906140465,-0.084069186,-82.1482971,1.360573248,1.490981673,104.16423,0.61765328,16.014389,9.36063,-20.76547555,0.37921944,-104.8468807,2.54604,4.25315,1.8718,1.8718,3.05558,168.64515,19.38344,52.71862,45.90089,64.30896,7.77338116,15.24117549,1.960688042,51.59042977,18.96863006,-0.373639319,-4.568456005,32.139056,0.70856,0.42609,0.62296,1.662935061,Bi,Er,O,83,208.98,160,117,7.289,91,3,5,48,1.48,9.79,1.67,2.02,0.182377,68,167.259,175,103,6.1,30,3,14,150,1.89,9.07,1.11,1.24,0.212261,0.750336017,128.532,(1.00 0.00 0.02),58.31,(0.40 0.40 0.82),2.204,13.929,(0.76 0.00 0.65),0.508,(-0.01 1.00 0.02),27.419,,,,,,,,,,,,,,,,,,,,
ScGaO3,P 4 m m,99,no,-38.01105118,-36.16618283,-1.84486835,-34.26112944,1.90505339,3.74992174,2.837,58.66993872,2.773,3.504404369,3.504404369,4.777351635,146.6102803,8.57705987,1.263141092,6.790262721,1.363242118,1.370836063,192.07108,0.854881414,11.426716,8.010461,-31.85310601,2.475500706,-117.232675,2.73407,3.15806,1.77206,1.77206,2.34802,224.6757,38.17205,92.24032,116.48798,60.35543,6.270498453,5.857679569,0.934164901,26.1971783,10.841246,-2.972694767,-1.036284898,20.13461148,1.79988,0.94861,0.76858,1.897386703,Sc,Ga,O,21,44.956,160,88.5,6.54,18,3,3,97,1.7,2.99,1.2,1.36,0.1193833,31,69.723,130,76,5.999,41,3,3,50,1.22,5.91,1.82,1.81,0.1723773,0.750863389,229.189,(0.70 0.71 0.02),110.306,(0.71 0.00 0.70),2.078,10.64,(-0.01 0.67 0.75),0.339,(1.00 0.00 0.02),31.386,,,,,,,,,,,,,,,,,,,,
NdInO3,P 4 m m,99,no,-35.5170692,-34.35986864,-1.15720056,-32.03934616,2.32052248,3.47772304,1.787,76.0028617,4.04,3.819858743,3.819858743,5.208771889,125.2792335,12.34977356,-1.32551348,-9.316973196,1.363603274,1.425414387,124.62694,0.693318654,11.103258,8.736718,-22.70608411,0.260558998,-102.8337084,3.11113,3.27244,1.97701,1.97701,2.42954,179.7542,28.05972,49.15482,75.5481,61.68345,7.372285557,10.54626151,1.430528081,35.63827437,20.34388489,-2.224081642,-2.548076514,24.45640069,1.37559,0.42337,0.68624,3.249143775,Nd,In,O,60,6144.24,185,112.3,5.49,185,3,6,208,2.01,7.01,1.07,1.14,0.176539,49,114.818,155,94,5.786,29,3,3,65,1.42,7.31,1.49,1.78,0.16423,0.765925209,135.57,(1.00 0.00 0.02),80.933,(0.44 0.44 0.79),1.675,-13.04,(-0.00 0.54 -0.84),0.367,(1.00 0.00 0.02),-35.531,,,,,,,,,,,,,,,,,,,,
NdLuO3,P 4 m m,99,no,-42.63374533,-41.31445114,-1.31929419,-38.0468641,3.26758704,4.58688123,2.803,77.52902698,4.736,3.844804908,3.844804908,5.244640421,120.6692895,15.43702534,-3.182781214,-4.850168549,1.364084927,1.444642184,115.12048,0.596619361,10.836042,7.898631,-24.86033314,3.092998994,-98.90195536,3.05109,3.29452,1.78497,1.78497,2.77567,192.95465,30.29207,59.71627,49.26986,75.09592,6.946027626,14.58638347,2.099960475,33.01194009,16.74585502,-0.013651266,-4.522159571,23.28725203,1.29909,0.38831,0.70542,3.345497154,Nd,Lu,O,60,6144.24,185,112.3,5.49,185,3,6,208,2.01,7.01,1.07,1.14,0.176539,71,174.967,175,100.1,5.426,33,3,17,137,1.87,9.84,1.14,1.27,0.22565,0.74526115,143.915,(1.00 0.00 0.02),68.557,(0.00 0.00 1.00),2.099,15.437,(0.00 0.00 1.00),0.319,(-0.01 1.00 0.02),48.392,,,,,,,,,,,,,,,,,,,,
HoScO3,P 4 m m,99,no,-44.24929769,-42.69924742,-1.55005027,-39.88942772,2.8098197,4.35986997,2.943,68.5914232,3.76,3.690772472,3.690772472,5.035414993,140.582219,10.36582459,-0.055375252,-187.1923676,1.364325499,1.42554383,136.96916,0.666125962,10.543636,8.858841,-30.80962273,3.52473389,-113.2973302,3.07094,3.49082,1.79043,1.79043,2.98091,205.62051,30.28182,73.81713,54.72983,72.48984,6.036657431,10.35173196,1.714811894,33.0231142,13.54699106,-0.590657125,-2.882252405,22.79524044,1.41177,0.737,0.69028,1.915563094,Ho,Sc,O,67,164.93,175,104.1,6.02,33,3,13,156,1.92,8.8,1.1,1.23,0.207795,21,44.956,160,88.5,6.54,18,3,3,97,1.7,2.99,1.2,1.36,0.1193833,0.758532729,165.55,(1.00 0.00 0.02),88.142,(0.38 0.38 -0.84),1.878,11.865,(0.62 0.00 0.79),0.361,(-0.01 1.00 0.02),32.867,,,,,,,,,,,,,,,,,,,,
LaErO3,P 4 m m,99,no,-42.97256986,-41.60627168,-1.36629818,-38.3486262,3.25764548,4.62394366,2.982,81.48170335,4.347,3.906298059,3.906298059,5.339853516,122.698726,11.23779305,-0.129539187,-86.75207362,1.366985682,1.472487466,103.46127,0.583480475,12.737271,8.53813,-24.93932348,2.353659669,-100.1130621,3.22022,3.41284,1.86337,1.86337,2.90631,177.31745,28.5823,54.60683,42.14846,67.6102,7.512907741,16.18009617,2.153639673,34.98668757,18.31272755,0.114761169,-4.984553356,27.82638997,1.14516,0.73136,0.79534,1.565795231,La,Er,O,57,138.906,195,117.2,5.577,45,3,3,215,2.07,6.15,1.08,1.1,0.163142,68,167.259,175,103,6.1,30,3,14,150,1.89,9.07,1.11,1.24,0.212261,0.750953577,133.06,(1.00 0.00 0.02),61.804,(0.00 0.00 1.00),2.153,13.829,(0.67 0.00 0.75),0.439,(-0.01 1.00 0.02),31.501,,,,,,,,,,,,,,,,,,,,
BiHoO3,P 4 m m,99,no,-36.13893071,-34.02407856,-2.11485215,-31.21195701,2.81212155,4.9269737,0.886,79.85439953,5.283,3.878373547,3.878373547,5.308839264,126.969459,6.913141576,-0.103927464,-66.51890946,1.368831341,1.511848962,106.16755,0.640873059,16.241913,9.487877,-20.99427155,-0.189275583,-105.7859119,2.54489,4.31064,1.88243,1.88243,3.09066,165.66081,16.91501,51.24092,44.82078,63.07911,7.827055548,14.62859527,1.868978083,59.11909009,19.51565272,-0.448347892,-4.384035535,35.78598639,0.72084,0.4142,0.60534,1.740318687,Bi,Ho,O,83,208.98,160,117,7.289,91,3,5,48,1.48,9.79,1.67,2.02,0.182377,67,164.93,175,104.1,6.02,33,3,13,156,1.92,8.8,1.1,1.23,0.207795,0.746749013,127.62,(1.00 0.00 0.02),53.408,(0.44 0.44 0.79),2.39,15.288,(-0.01 0.76 0.65),0.566,(1.00 0.00 0.02),27.011,,,,,,,,,,,,,,,,,,,,
ErScO3,P 4 m m,99,no,-44.20789554,-42.54961051,-1.65828503,-39.66852159,2.88108892,4.53937395,2.863,68.2867103,3.811,3.680727286,3.680727286,5.040445342,142.2503562,9.319240334,0.005382362,1731.440745,1.369415594,1.436929537,141.72518,0.690495995,10.450081,8.803561,-31.54095912,3.360091561,-114.0694886,3.05858,3.48313,1.78538,1.78538,2.97095,205.25127,28.68651,74.24608,54.07404,72.36472,6.003860872,9.867924336,1.643596437,34.8595908,13.46872454,-0.610891892,-2.753643991,22.79400512,1.32155,0.67578,0.65388,1.955592057,Er,Sc,O,68,167.259,175,103,6.1,30,3,14,150,1.89,9.07,1.11,1.24,0.212261,21,44.956,160,88.5,6.54,18,3,3,97,1.7,2.99,1.2,1.36,0.1193833,0.75490654,166.438,(1.00 0.00 0.02),86.282,(0.42 0.42 0.81),1.929,11.412,(0.67 0.00 0.75),0.362,(-0.01 1.00 0.02),31.525,,,,,,,,,,,,,,,,,,,,
BiInO3,P 4 m m,99,no,-29.62856067,-27.7744582,-1.85410247,-25.71506875,2.05938945,3.91349192,1.419,75.13429095,4.948,3.796038874,3.796038874,5.21407039,132.0853504,8.415021775,-1.232880321,-6.825497684,1.373555584,1.465537293,125.0684,0.730660116,14.874371,9.063153,-20.25657079,-3.133470276,-108.6953094,2.64665,3.83582,2.04737,2.04737,2.38773,171.17179,25.67566,65.87984,88.90252,56.1544,8.462543954,9.91876051,1.172077872,38.9473922,15.1791504,-3.692662965,-2.141626542,19.48540308,0.91399,0.1519,0.5003,6.017050691,Bi,In,O,83,208.98,160,117,7.289,91,3,5,48,1.48,9.79,1.67,2.02,0.182377,49,114.818,155,94,5.786,29,3,3,65,1.42,7.31,1.49,1.78,0.16423,0.781031581,161.669,(0.70 0.71 0.02),75.233,(0.67 0.00 0.75),2.149,9.57,(0.62 0.00 0.79),0.29,(-0.01 1.00 0.02),33,,,,,,,,,,,,,,,,,,,,
TmScO3,P 4 m m,99,no,-44.18370927,-42.39998122,-1.78372805,-39.44765817,2.95232305,4.7360511,2.785,67.97646183,3.853,3.670767369,3.670767369,5.044810194,144.0265829,10.01472568,0.863125411,11.60286275,1.374320322,1.449410503,144.27546,0.700877475,10.326113,8.728341,-32.32474906,3.182391236,-114.884225,3.04251,3.47877,1.77895,1.77895,2.96338,205.84976,27.55004,75.0798,52.83388,70.69126,5.907412997,9.466162261,1.602420935,36.29758795,13.31916175,-0.627856414,-2.586846766,28.56943739,1.56691,0.93123,0.78709,1.682624056,Tm,Sc,O,69,168.934,175,102,6.18,99,3,15,144,1.9,9.321,1.11,1.25,0.2167244,21,44.956,160,88.5,6.54,18,3,3,97,1.7,2.99,1.2,1.36,0.1193833,0.751610005,169.14,(1.00 0.00 0.02),84.502,(0.44 0.44 0.79),2.002,13.944,(-0.01 0.71 0.70),0.467,(1.00 0.00 0.02),29.859,,,,,,,,,,,,,,,,,,,,
BiYO3,P 4 m m,99,no,-37.8989992,-35.73048052,-2.16851868,-33.00573694,2.72474358,4.89326226,0.881,80.73804572,4.284,3.884875852,3.884875852,5.349632439,131.4521561,10.35024339,-1.441183698,-7.181765518,1.377040771,1.537747745,105.69409,0.663297467,16.363424,10.020227,-21.47433067,-1.039736823,-108.9380886,2.54649,4.47341,1.93216,1.93216,3.15558,159.34644,14.59567,50.06768,43.85854,59.54118,8.002641009,14.12395153,1.764911298,68.51347009,19.9729646,-0.656274773,-4.13846521,32.66918841,0.92234,0.32341,0.47683,2.851921709,Bi,Y,O,83,208.98,160,117,7.289,91,3,5,48,1.48,9.79,1.67,2.02,0.182377,39,88.906,180,104,6.38,30,3,3,162,1.9,4.47,1.11,1.22,0.1216986,0.747073686,124.785,(1.00 0.00 0.02),47.737,(0.45 0.46 0.77),2.614,14.699,(-0.01 0.71 0.70),0.495,(1.00 0.00 0.02),29.695,,,,,,,,,,,,,,,,,,,,
LaHoO3,P 4 m m,99,no,-42.90225789,-41.39446045,-1.50779744,-38.00543647,3.38902398,4.89682142,2.906,82.34736812,4.273,3.910298948,3.910298948,5.385546762,121.8678509,10.00222463,0.095808404,104.3981973,1.377272386,1.496577842,106.78225,0.612630115,12.539202,8.46182,-24.21657889,1.960738111,-99.61201011,3.07161,3.51234,1.84513,1.84513,2.89369,174.30134,26.23053,53.03937,40.5247,66.33003,7.513396171,15.19250759,2.022055971,38.12351485,18.85391927,0.038249539,-4.690862821,27.76071754,1.08077,0.68403,0.72818,1.580003801,La,Ho,O,57,138.906,195,117.2,5.577,45,3,3,215,2.07,6.15,1.08,1.1,0.163142,67,164.93,175,104.1,6.02,33,3,13,156,1.92,8.8,1.1,1.23,0.207795,0.747363621,133.034,(1.00 0.00 0.02),65.822,(0.00 0.00 1.00),2.021,13.392,(0.69 0.00 0.72),0.442,(-0.01 1.00 0.02),30.299,,,,,,,,,,,,,,,,,,,,
ScFeO3,P 4 m m,99,AFM,-83.80036756,-81.03816541,-2.76220215,-78.15011512,2.88805029,5.65025244,0.611,58.738957,2.533,3.493166252,4.940082498,4.813796992,167.1397212,6.428257333,6.027392559,1.066507162,1.378061233,1.385176149,186.32331,0.966184807,14.955535,13.129639,-39.72264391,2.945991482,-130.3630687,3.36566,3.36566,3.26772,3.26772,1.79847,192.84438,22.6027,62.87316,57.19008,63.59015,6.105633601,6.49442943,1.063678212,44.242502,15.90503802,-1.266046911,-1.651699237,39.52516883,1.9643,1.91583,0.89337,1.02529974,Sc,Fe,O,21,44.956,160,88.5,6.54,18,3,3,97,1.7,2.99,1.2,1.36,0.1193833,26,55.845,140,78.5,7.87,15,2.5,8,62,1.32,7.87,1.64,1.83,0.1392532,0.74168413,163.589,(1.00 0.00 -0.02),74.322,(0.50 0.51 0.70),2.201,18.915,(0.78 0.00 0.63),0.723,(-0.01 1.00 0.02),26.162,,,,,,,,,,,,,,,,,,,,
SmInO3,P 4 m m,99,no,-35.48637435,-34.00097651,-1.48539784,-31.50685597,2.49412054,3.97951838,1.659,75.00340497,4.175,3.787412406,3.787412406,5.228724804,131.1584289,10.18203205,-0.50185369,-20.28884566,1.380553329,1.466650883,134.48321,0.753106856,10.745082,8.537706,-25.07901146,-0.405221884,-105.6741955,3.07199,3.25736,1.96483,1.96483,2.39968,178.57122,25.88069,50.36348,73.87785,59.1132,7.269845024,9.363344573,1.287970313,38.63884618,19.85565731,-2.281858202,-2.192510594,22.64084455,1.30998,0.4752,0.58596,2.756691919,Sm,In,O,62,150.36,185,109.8,5.63,16,3,8,192,1.98,7.52,1.07,1.17,0.185468,49,114.818,155,94,5.786,29,3,3,65,1.42,7.31,1.49,1.78,0.16423,0.757889905,137.461,(1.00 0.00 0.02),77.998,(0.47 0.47 0.75),1.762,11.595,(0.62 0.00 0.79),0.351,(-0.01 1.00 0.02),33.034,,,,,,,,,,,,,,,,,,,,
